"","HB1","HB4","HB10","HB13","HB17","HB20","HB23","HB26","HB29","HB34","HC1","HC2","HC4","HC5","HC6","HC7","HC8","HC9","HC10","HC11","HC12","HC13","HC14","HC15","HC16","HC17","HC18","HC19","HC20","HC21","HC22","MET1","MET2","MET3","MET4","MET5","MET6","MET7","MET8","MET9","MET10","MET11","MET12","MET13","MET14","MET15","MET16","MET17","MET18","MET19","MET20","MET21","SB1","SB4","SB8","SB12","SB16","SB20","SB24","SB28","SB32","SB36","SB39","SB42","SB45","SB49","SB52"
"hsa-miR-629-3p",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-552-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7850-5p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5582-3p",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3133",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-12135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106b-5p",4,1,2,8,3,15,3,0,1,0,0,1,1,1,1,0,1,1,1,0,2,1,1,2,0,0,1,1,1,2,3,0,10,2,2,0,2,1,1,1,1,1,1,4,2,0,3,3,0,5,5,5,2,0,1,1,1,2,3,11,4,1,0,1,3,2,6
"hsa-miR-20a-5p",28,12,6,94,38,44,14,12,4,9,9,3,7,20,6,11,12,4,7,11,24,8,16,50,17,10,6,24,30,20,16,10,212,11,5,13,43,13,13,17,19,10,19,44,21,3,24,27,20,98,47,144,28,23,16,15,25,40,14,32,37,19,3,23,26,26,26
"hsa-miR-3121-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-141-3p",0,0,0,0,0,4,0,3,0,0,1,1,2,4,0,0,0,0,0,0,3,0,0,1,2,0,0,0,5,7,4,0,1,0,2,9,1,6,4,0,0,0,0,4,0,1,3,6,1,4,5,10,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"hsa-miR-200a-3p",1,0,3,0,0,1,1,0,1,0,0,0,1,2,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,3,0,1,2,1,0,2,5,2,0,2,5,0,0,0,0,0,0,1,1,6,4,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"hsa-miR-132-3p",2,0,0,0,4,3,0,1,0,0,2,0,1,2,0,3,1,2,1,0,3,0,0,2,1,1,0,2,1,2,6,0,6,2,1,0,2,3,3,1,1,0,1,0,0,0,0,4,1,2,0,15,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
"hsa-miR-212-3p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3912-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4485-3p",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-582-3p",0,0,0,2,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6891-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2,1,0
"hsa-miR-124-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-18a-5p",8,0,0,7,1,2,1,0,0,1,1,0,1,0,1,3,0,0,0,2,1,0,1,0,0,1,0,0,3,4,1,1,13,0,0,2,0,3,0,0,0,0,2,5,0,0,0,2,2,3,6,7,3,0,2,0,2,4,4,6,5,0,1,1,8,1,0
"hsa-miR-18b-5p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-200c-3p",0,0,1,0,1,1,1,1,1,0,2,4,4,1,0,6,2,0,2,6,0,2,4,4,6,0,6,4,6,6,4,1,20,1,0,1,3,4,2,3,4,2,2,2,2,1,3,9,4,7,8,11,2,2,3,1,4,8,4,10,3,1,0,0,4,2,1
"hsa-miR-200b-3p",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,1,0,1,0,1,2,0,1,7,0,0,4,1,0,3,0,0,0,0,1,0,0,0,2,0,3,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-429",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-500a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
"hsa-miR-216a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-365a-3p",0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,2,0,0,0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
"hsa-miR-590-3p",3,0,0,2,1,2,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,2,2,0,4,5,2,2,2,13,0,0,0,7,0,1,1,3,0,0,3,0,0,0,1,0,2,2,9,2,2,0,1,3,1,0,1,0,2,0,0,1,1,0
"hsa-miR-5683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-101-3p",215,87,37,517,218,372,108,168,105,85,101,80,101,270,95,138,117,71,107,62,162,109,137,185,140,93,93,279,312,237,173,79,660,114,51,215,416,124,98,124,164,192,151,237,199,14,123,277,144,234,321,852,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1
"hsa-miR-144-3p",54,8,6,92,34,91,29,17,9,19,10,10,20,33,11,22,13,3,12,3,22,20,14,40,33,14,13,50,37,35,40,19,13,12,21,34,53,10,7,19,9,14,20,46,59,2,11,27,18,46,53,157,8,5,11,6,8,11,8,13,14,8,2,19,10,7,13
"hsa-miR-140-3p",39,14,11,90,35,42,24,21,20,28,15,23,13,56,35,25,40,37,57,17,21,34,30,67,26,38,25,53,59,51,35,6,240,14,16,42,92,13,18,21,49,38,61,68,37,0,28,60,35,64,54,184,2,2,0,2,2,0,1,3,1,1,0,1,1,0,3
"hsa-miR-1912-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"hsa-miR-3130-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-660-5p",9,4,5,33,13,23,13,5,3,8,5,4,2,15,6,18,8,2,8,5,9,7,9,11,7,6,24,8,12,17,12,4,69,7,3,12,19,4,4,4,15,8,14,26,18,0,13,13,9,20,16,35,2,1,5,9,9,14,5,7,5,4,3,5,11,8,15
"hsa-miR-10b-5p",75,72,23,30,48,43,95,84,44,49,101,53,111,250,121,133,128,33,144,57,144,122,206,200,172,136,97,301,355,271,277,67,178,58,48,85,291,90,214,228,149,134,151,107,134,11,123,476,191,270,169,1887,6,14,10,29,23,26,15,20,9,24,7,20,22,4,37
"hsa-miR-10a-5p",75,40,17,50,70,30,84,76,31,18,71,43,77,162,92,131,145,45,106,59,109,78,149,124,136,128,97,206,257,224,194,57,290,58,68,89,198,67,157,157,79,83,119,86,99,6,123,302,146,147,109,1153,73,51,51,134,104,159,88,119,89,86,43,60,104,95,91
"hsa-miR-7851-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-433-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-1277-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-598-3p",3,2,1,10,4,3,0,2,1,0,2,1,1,3,1,5,3,3,11,1,2,0,1,0,1,1,1,4,10,5,2,0,53,0,2,5,6,2,2,0,3,2,2,4,0,1,6,5,0,2,2,17,1,2,0,0,0,3,5,2,4,1,0,1,4,7,0
"hsa-miR-5003-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6758-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-3125",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29a-3p",42,23,35,33,82,41,42,65,11,32,78,35,54,101,82,77,96,49,81,42,72,82,71,137,62,91,56,94,141,163,106,26,809,24,39,81,195,54,50,61,76,99,146,66,75,10,81,153,83,128,119,486,6,7,6,15,11,22,13,17,13,8,3,8,14,7,16
"hsa-miR-29b-3p",14,7,1,17,12,14,7,6,6,8,8,4,4,18,4,15,5,1,2,4,24,11,7,17,2,10,11,25,25,40,25,2,53,6,9,23,28,2,7,9,15,23,25,16,22,2,7,26,18,51,44,115,1,1,3,6,2,1,4,7,2,1,0,3,6,1,3
"hsa-miR-29c-3p",56,19,11,77,31,48,18,30,26,23,39,22,24,77,39,54,29,33,35,15,51,43,60,68,53,35,42,64,81,68,65,15,302,13,26,44,87,20,21,46,26,52,54,61,65,5,38,99,49,107,95,231,4,2,0,4,1,6,3,4,3,2,2,2,4,1,7
"hsa-miR-195-5p",4,0,3,9,2,4,1,4,2,1,7,7,6,4,1,8,4,2,2,2,1,2,3,8,12,5,11,4,14,11,2,2,9,5,2,2,8,8,6,9,2,5,6,5,4,0,2,12,4,9,9,35,1,2,1,2,0,3,0,0,1,4,1,1,2,1,1
"hsa-miR-15a-5p",30,13,3,72,24,58,20,12,14,6,18,15,15,37,14,28,22,21,28,5,31,11,21,33,19,33,19,26,20,34,17,6,163,20,12,13,45,16,6,12,26,16,25,110,29,3,18,36,22,98,51,160,4,6,4,7,22,10,7,26,14,3,0,16,17,9,22
"hsa-miR-15b-5p",46,8,6,129,46,66,24,21,14,14,8,10,16,30,13,15,23,13,18,5,14,15,8,43,10,31,14,42,44,26,26,10,411,6,4,12,39,17,14,16,15,14,13,34,7,2,25,31,13,96,48,110,59,62,62,74,83,154,68,162,91,37,7,70,95,103,83
"hsa-miR-16-5p",14905,3928,2361,38196,15144,19048,5698,5473,3522,4657,3272,2470,4019,7580,3403,5739,4210,3259,4935,2523,9316,3043,4535,9114,6079,6854,5794,11561,12333,8506,6263,3033,27764,3642,2427,2866,11945,3824,3306,4477,3595,4121,5661,16701,4105,765,4357,8305,5520,7706,7245,24564,1784,2172,2257,2077,3991,2561,1981,3755,3242,1495,803,3184,2729,2235,3833
"hsa-miR-503-5p",0,1,0,9,1,2,0,1,0,1,1,0,1,2,0,2,1,1,2,2,2,1,2,2,1,1,1,3,0,0,0,1,17,2,1,1,0,0,0,1,1,3,1,8,0,0,0,2,4,4,2,5,2,0,1,1,0,1,0,1,4,0,0,0,0,4,0
"hsa-miR-21-5p",449,151,170,1671,449,395,304,457,189,288,547,250,329,1119,516,711,471,286,545,303,660,543,666,804,535,426,937,710,1095,1121,637,215,5907,298,296,489,2487,211,677,560,603,551,603,640,709,57,729,1018,670,1077,700,4690,24,14,17,33,33,75,32,75,32,18,4,12,47,43,19
"hsa-miR-3139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2392",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6783-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6805-5p",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,1,1,2,0,1,1,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,3,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"hsa-miR-6831-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-196a-5p",4,0,0,0,0,0,1,0,1,0,0,1,1,1,2,2,0,0,1,0,2,0,0,2,1,2,1,0,5,0,0,2,1,1,0,0,0,1,0,7,0,0,4,0,1,1,0,1,2,0,1,10,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0
"hsa-miR-196b-5p",10,4,6,157,37,23,27,19,25,14,6,10,8,21,7,21,13,10,19,7,16,13,10,25,9,20,17,15,23,18,4,7,89,7,8,28,21,10,8,9,23,12,9,74,25,2,14,8,8,16,14,27,0,0,1,1,0,2,0,1,1,0,0,0,1,0,1
"hsa-miR-6865-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6815-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-154-5p",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,1,0,6,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,0,4,0,0,5,1,0,3,3,3,7,7,0,1,3,1,4,1,0
"hsa-miR-624-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-411-5p",0,0,3,4,2,0,1,2,0,2,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,3,5,0,17,0,0,6,1,1,0,2,2,0,0,0,0,0,3,3,1,4,1,3,3,4,0,4,1,5,14,7,1,2,0,0,8,5,1
"hsa-miR-3174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
"hsa-miR-454-3p",50,12,7,175,36,76,21,27,7,13,9,13,27,18,13,20,11,6,2,12,14,11,17,25,24,19,18,37,46,36,18,16,133,19,6,14,50,11,12,20,20,15,23,59,12,1,17,28,29,50,28,95,2,0,1,2,0,4,2,2,1,0,0,3,3,1,0
"hsa-miR-3163",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-381-3p",0,0,0,3,1,0,1,0,0,0,0,1,3,4,0,1,2,1,6,5,4,0,0,0,1,0,1,0,4,2,5,1,12,3,0,2,1,0,1,1,3,2,0,1,1,0,3,4,2,14,4,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0
"hsa-miR-135a-3p",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"hsa-miR-5586-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4686",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3688-3p",0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,2,0,2,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-1843",4,0,0,7,3,1,1,1,0,2,1,0,0,4,0,0,3,1,2,0,1,1,4,1,0,1,4,4,3,2,1,0,27,4,1,2,5,4,0,2,1,3,2,4,2,0,5,0,3,4,1,9,3,0,0,0,2,6,0,4,0,0,0,0,2,1,1
"hsa-miR-6514-5p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-183-5p",123,38,19,690,122,53,46,89,40,45,35,51,43,24,13,28,31,24,55,16,69,24,32,45,47,74,37,63,69,73,24,40,53,26,25,8,35,29,19,22,33,15,35,64,15,6,43,19,20,47,18,109,0,1,1,0,1,3,0,1,2,1,0,6,1,2,1
"hsa-miR-135b-5p",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-135a-5p",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-379-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-654-3p",2,0,0,3,0,1,0,1,1,3,0,0,0,2,1,1,3,0,3,0,1,0,0,1,0,0,3,0,6,3,2,0,44,2,1,0,1,0,0,0,0,0,0,2,0,0,7,0,0,10,2,3,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0
"hsa-miR-455-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"hsa-miR-299-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-664a-3p",0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,3,0,2,2,1,1,0,1,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,5,2,1,1,5,2,2,5,4,1,0,1,1,4,6,1
"hsa-miR-32-5p",6,7,4,21,5,13,6,12,10,4,4,2,4,19,5,9,4,1,3,2,4,3,4,9,3,8,6,13,13,14,11,4,21,6,6,6,18,3,5,5,5,1,10,19,3,2,5,14,7,10,12,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"hsa-miR-92b-3p",8,0,0,33,11,5,2,3,0,3,4,3,5,4,10,3,4,11,5,2,10,5,5,7,5,3,4,16,18,8,10,4,13,1,0,1,5,6,3,0,0,5,8,5,1,0,5,6,6,8,7,23,0,3,1,5,3,15,3,9,2,3,0,3,5,3,3
"hsa-miR-92a-3p",2557,585,527,7801,2444,2293,1203,1129,844,1068,738,501,823,2003,986,1438,1169,1250,1827,497,1565,937,1069,1860,1075,1324,1224,2749,2532,2518,1397,586,5682,516,645,1012,1934,669,615,780,701,879,1167,4435,735,136,1120,1178,1024,2341,1606,4340,149,125,202,192,418,325,222,312,302,112,61,226,280,313,307
"hsa-miR-1323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3065-5p",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,0,4,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"hsa-miR-335-5p",8,1,3,16,5,4,5,12,6,1,12,8,8,26,9,15,4,9,12,10,5,5,6,12,7,6,10,10,13,11,5,1,551,26,4,8,42,2,3,3,23,8,11,15,8,3,30,13,9,72,15,27,130,75,58,107,162,310,210,230,119,110,14,40,133,273,46
"hsa-miR-5697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-224-5p",2,2,0,3,7,0,1,0,2,0,1,2,2,8,2,8,4,1,10,7,2,1,1,4,0,1,0,2,9,5,4,0,53,1,5,0,1,7,0,5,6,2,1,1,1,0,7,3,7,13,1,15,4,9,3,0,1,8,5,11,2,0,0,1,4,3,2
"hsa-miR-6513-3p",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
